ID_VENDA	Data_venda	ID_cliente	ID_PRODUTO	ID_VENDEDOR	Quantidade	Valor Unitário	Valor Total
663	26/06/2026	UKYOKU	DN12	USAGI	7	R$ 129,00	R$ 903,00
664	29/07/2026	AGOME1	DN10	USAGI	7	R$ 12,00	R$ 84,00
665	10/03/2026	ARMTTN	DN24	USAGI	4	R$ 136,00	R$ 544,00
666	26/09/2026	SAKURA	DN16	ANNA	10	R$ 24,00	R$ 240,00
667	27/11/2026	KIRA02	DN10	USAGI	5	R$ 12,00	R$ 60,00
668	07/10/2026	KIRA02	DN20	NARAKI	1	R$ 86,00	R$ 86,00
669	14/01/2026	MNCT02	DN18	USAGI	6	R$ 13,00	R$ 78,00
670	19/02/2026	KIRA02	DN16	USAGI	1	R$ 24,00	R$ 24,00
671	20/05/2026	KIRA02	DN18	SOUN	2	R$ 13,00	R$ 26,00
672	13/04/2026	AOTMOD	DN06	SOUN	1	R$ 62,00	R$ 62,00
673	22/11/2026	UKYOKU	DN13	ANNA	3	R$ 834,00	R$ 2.502,00
674	21/10/2026	NAOMIS	DN32	ANNA	8	R$ 22,00	R$ 176,00
675	17/05/2026	SANGOU	DN26	ANNA	5	R$ 122,00	R$ 610,00
676	08/05/2026	WLLTTN	DN03	ANNA	9	R$ 28,00	R$ 252,00
677	11/07/2026	AOTMOD	DN26	ANNA	7	R$ 122,00	R$ 854,00
678	27/08/2026	MNCT02	DN09	USAGI	8	R$ 2,00	R$ 16,00
679	26/11/2026	KIRA04	DN26	SOUN	1	R$ 122,00	R$ 122,00
680	01/01/2026	DIO069	DN30	SOUN	10	R$ 122,00	R$ 1.220,00
681	24/12/2026	KIRA04	DN19	RYUK	4	R$ 26,00	R$ 104,00
682	29/08/2026	AOTMOD	DN11	RYUK	2	R$ 178,00	R$ 356,00
683	03/06/2026	ARMTTN	DN18	NARAKI	5	R$ 13,00	R$ 65,00
684	15/10/2026	IBRAKI	DN14	ANNA	2	R$ 64,00	R$ 128,00
685	22/03/2026	XXLTTN	DN01	NABIKI	5	R$ 200,00	R$ 1.000,00
686	05/09/2026	NAOMIS	DN13	ANNA	6	R$ 834,00	R$ 5.004,00
687	17/08/2026	DS-SC	DN34	NABIKI	9	R$ 863,00	R$ 7.767,00
688	12/04/2026	DS-SC	DN12	USAGI	5	R$ 129,00	R$ 645,00
689	24/12/2026	IBRAKI	DN22	NABIKI	3	R$ 26,00	R$ 78,00
690	17/03/2026	EREH69	DN07	RYUK	1	R$ 23,00	R$ 23,00
691	02/07/2026	EREH69	DN10	USAGI	1	R$ 12,00	R$ 12,00
692	04/04/2026	UKYOKU	DN26	ANNA	4	R$ 122,00	R$ 488,00
693	06/04/2026	KIRA04	DN31	NABIKI	7	R$ 444,00	R$ 3.108,00
694	09/05/2026	UKYOKU	DN15	USAGI	4	R$ 754,00	R$ 3.016,00
695	27/12/2026	ARMTTN	DN34	SOUN	7	R$ 863,00	R$ 6.041,00
696	14/12/2026	AOTMOD	DN06	USAGI	3	R$ 62,00	R$ 186,00
697	23/03/2026	MNCT02	DN12	NARAKI	10	R$ 129,00	R$ 1.290,00
698	10/06/2026	XXLTTN	DN08	SOUN	1	R$ 83,00	R$ 83,00
699	17/01/2026	DS-SRA	DN14	ANNA	2	R$ 64,00	R$ 128,00
700	06/03/2026	UKYOKU	DN10	ANNA	10	R$ 12,00	R$ 120,00
701	23/10/2026	DS-SC	DN27	SOUN	3	R$ 556,00	R$ 1.668,00
702	05/06/2026	DS-SRA	DN17	NABIKI	9	R$ 256,00	R$ 2.304,00
703	14/01/2026	EREH69	DN35	USAGI	1	R$ 245,00	R$ 245,00
704	18/05/2026	DS-MB	DN23	ANNA	3	R$ 145,00	R$ 435,00
705	25/10/2026	AGOME1	DN29	RYUK	3	R$ 224,00	R$ 672,00
706	26/08/2026	DS-FESD	DN03	SOUN	9	R$ 28,00	R$ 252,00
707	29/06/2026	AGOME1	DN26	RYUK	4	R$ 122,00	R$ 488,00
708	03/02/2026	UKYOKU	DN27	NABIKI	8	R$ 556,00	R$ 4.448,00
709	18/09/2026	AOTMOD	DN30	RYUK	4	R$ 122,00	R$ 488,00
710	18/06/2026	KIRA04	DN15	ANNA	10	R$ 754,00	R$ 7.540,00
711	30/05/2026	AGOME1	DN07	ANNA	9	R$ 23,00	R$ 207,00
712	27/04/2026	XXLTTN	DN06	RYUK	9	R$ 62,00	R$ 558,00
713	30/04/2026	KIRA04	DN16	NABIKI	9	R$ 24,00	R$ 216,00
714	06/11/2026	MNCT02	DN32	SOUN	1	R$ 22,00	R$ 22,00
715	31/10/2026	ARMTTN	DN21	USAGI	6	R$ 70,00	R$ 420,00
716	27/07/2026	NAOMIS	DN20	USAGI	9	R$ 86,00	R$ 774,00
717	07/10/2026	TNSHHN	DN06	NABIKI	4	R$ 62,00	R$ 248,00
718	14/06/2026	IBRAKI	DN05	NABIKI	6	R$ 11,00	R$ 66,00
719	09/10/2026	SANGOU	DN17	USAGI	10	R$ 256,00	R$ 2.560,00
720	02/04/2026	DS-SC	DN14	SOUN	1	R$ 64,00	R$ 64,00
721	10/08/2026	IBRAKI	DN34	NABIKI	2	R$ 863,00	R$ 1.726,00
722	17/03/2026	DS-SRA	DN29	ANNA	3	R$ 224,00	R$ 672,00
723	13/11/2026	KIRA04	DN14	SOUN	3	R$ 64,00	R$ 192,00
724	21/06/2026	DS-SC	DN29	ANNA	8	R$ 224,00	R$ 1.792,00
725	02/08/2026	WLLTTN	DN02	NARAKI	10	R$ 29,00	R$ 290,00
726	22/05/2026	DS-MB	DN20	USAGI	1	R$ 86,00	R$ 86,00
727	10/10/2026	DS-MB	DN26	RYUK	8	R$ 122,00	R$ 976,00
728	28/12/2026	DBZ241	DN05	NARAKI	7	R$ 11,00	R$ 77,00
729	06/09/2026	DS-SRA	DN05	USAGI	9	R$ 11,00	R$ 99,00
730	15/04/2026	MNCT02	DN31	ANNA	6	R$ 444,00	R$ 2.664,00
731	07/05/2026	SAKURA	DN28	RYUK	9	R$ 223,00	R$ 2.007,00
732	27/02/2026	DS-MB	DN21	NABIKI	5	R$ 70,00	R$ 350,00
733	20/02/2026	KIRA02	DN18	SOUN	5	R$ 13,00	R$ 65,00
734	04/10/2026	DBZ241	DN29	NABIKI	9	R$ 224,00	R$ 2.016,00
735	31/05/2026	KIRA02	DN01	NARAKI	7	R$ 200,00	R$ 1.400,00
736	30/08/2026	AGOME1	DN18	NABIKI	5	R$ 13,00	R$ 65,00
737	24/01/2026	DS-FESD	DN26	NARAKI	4	R$ 122,00	R$ 488,00
738	30/06/2026	DIO069	DN01	NABIKI	2	R$ 200,00	R$ 400,00
739	14/08/2026	KIRA04	DN06	NARAKI	3	R$ 62,00	R$ 186,00
740	27/09/2026	IBRAKI	DN06	NARAKI	6	R$ 62,00	R$ 372,00
741	06/07/2026	AOTMOD	DN09	SOUN	5	R$ 2,00	R$ 10,00
742	14/08/2026	DS-SC	DN16	NABIKI	4	R$ 24,00	R$ 96,00
743	05/04/2026	MNCT02	DN14	NARAKI	7	R$ 64,00	R$ 448,00
744	01/08/2026	MNCT02	DN33	SOUN	6	R$ 234,00	R$ 1.404,00
745	27/07/2026	DBZ241	DN31	SOUN	7	R$ 444,00	R$ 3.108,00
746	28/04/2026	DS-MB	DN32	NARAKI	10	R$ 22,00	R$ 220,00
747	11/04/2026	DBZ241	DN22	NARAKI	4	R$ 26,00	R$ 104,00
748	17/10/2026	TNSHHN	DN20	SOUN	8	R$ 86,00	R$ 688,00
749	03/07/2026	UKYOKU	DN22	SOUN	9	R$ 26,00	R$ 234,00
750	07/10/2026	MNCT02	DN07	SOUN	2	R$ 23,00	R$ 46,00
751	07/04/2026	AGOME1	DN21	RYUK	8	R$ 70,00	R$ 560,00
752	07/05/2026	SANGOU	DN05	NARAKI	10	R$ 11,00	R$ 110,00
753	24/08/2026	TNSHHN	DN09	NABIKI	7	R$ 2,00	R$ 14,00
754	07/04/2026	AOTMOD	DN17	NABIKI	5	R$ 256,00	R$ 1.280,00
755	02/09/2026	DS-SRA	DN27	SOUN	3	R$ 556,00	R$ 1.668,00
756	10/07/2026	DS-SRA	DN20	NARAKI	1	R$ 86,00	R$ 86,00
757	16/04/2026	KIRA03	DN07	USAGI	10	R$ 23,00	R$ 230,00
758	26/02/2026	AOTMOD	DN29	RYUK	6	R$ 224,00	R$ 1.344,00
759	17/07/2026	AOTMOD	DN13	ANNA	6	R$ 834,00	R$ 5.004,00
760	17/06/2026	EREH69	DN09	USAGI	5	R$ 2,00	R$ 10,00
761	26/02/2026	SAKURA	DN03	RYUK	8	R$ 28,00	R$ 224,00
762	19/06/2026	ARMTTN	DN29	RYUK	5	R$ 224,00	R$ 1.120,00
763	17/09/2026	SAKURA	DN01	USAGI	10	R$ 200,00	R$ 2.000,00
764	14/09/2026	KIRA04	DN29	NARAKI	4	R$ 224,00	R$ 896,00
765	31/01/2026	DS-MB	DN15	USAGI	9	R$ 754,00	R$ 6.786,00
766	27/11/2026	SAKURA	DN07	NABIKI	9	R$ 23,00	R$ 207,00
767	04/12/2026	TNSHHN	DN03	NABIKI	2	R$ 28,00	R$ 56,00
768	28/07/2026	IBRAKI	DN08	NABIKI	6	R$ 83,00	R$ 498,00
769	18/12/2026	AGOME1	DN01	USAGI	6	R$ 200,00	R$ 1.200,00
770	15/04/2026	DBZ241	DN11	NARAKI	3	R$ 178,00	R$ 534,00
771	18/02/2026	SANGOU	DN01	NABIKI	2	R$ 200,00	R$ 400,00
772	28/11/2026	NAOMIS	DN08	NABIKI	8	R$ 83,00	R$ 664,00
773	10/03/2026	AGOME1	DN32	RYUK	6	R$ 22,00	R$ 132,00
774	20/02/2026	EREH69	DN06	USAGI	5	R$ 62,00	R$ 310,00
775	05/04/2026	AGOME1	DN19	SOUN	1	R$ 26,00	R$ 26,00
776	11/08/2026	AGOME1	DN02	ANNA	5	R$ 29,00	R$ 145,00
777	09/10/2026	KIRA04	DN24	NARAKI	7	R$ 136,00	R$ 952,00
778	10/08/2026	XXLTTN	DN05	NABIKI	8	R$ 11,00	R$ 88,00
779	18/10/2026	IBRAKI	DN33	NARAKI	2	R$ 234,00	R$ 468,00
780	12/03/2026	DIO069	DN19	ANNA	2	R$ 26,00	R$ 52,00
781	30/01/2026	XXLTTN	DN10	NARAKI	5	R$ 12,00	R$ 60,00
782	03/05/2026	SANGOU	DN02	RYUK	1	R$ 29,00	R$ 29,00
783	14/05/2026	DIO069	DN13	SOUN	7	R$ 834,00	R$ 5.838,00
784	28/10/2026	DBZ241	DN09	NARAKI	1	R$ 2,00	R$ 2,00
785	29/09/2026	IBRAKI	DN01	ANNA	6	R$ 200,00	R$ 1.200,00
786	15/03/2026	SAKURA	DN16	ANNA	10	R$ 24,00	R$ 240,00
787	26/08/2026	KIRA02	DN16	NABIKI	8	R$ 24,00	R$ 192,00
788	12/02/2026	AGOME1	DN29	NARAKI	6	R$ 224,00	R$ 1.344,00
789	25/08/2026	SPDSTB	DN16	ANNA	2	R$ 24,00	R$ 48,00
790	20/12/2026	EREH69	DN15	RYUK	8	R$ 754,00	R$ 6.032,00
791	01/01/2027	SPDSTB	DN05	NABIKI	10	R$ 11,00	R$ 110,00
792	16/08/2026	DS-SC	DN27	NARAKI	3	R$ 556,00	R$ 1.668,00
793	06/10/2026	DS-SRA	DN22	RYUK	10	R$ 26,00	R$ 260,00
794	18/02/2026	KIRA02	DN13	USAGI	3	R$ 834,00	R$ 2.502,00
795	21/09/2026	WLLTTN	DN32	USAGI	9	R$ 22,00	R$ 198,00
796	12/11/2026	DBZ241	DN18	NABIKI	1	R$ 13,00	R$ 13,00
797	25/01/2026	TNSHHN	DN13	NARAKI	5	R$ 834,00	R$ 4.170,00
798	21/10/2026	XXLTTN	DN10	USAGI	10	R$ 12,00	R$ 120,00
799	15/09/2026	AOTMOD	DN27	NARAKI	10	R$ 556,00	R$ 5.560,00
800	06/11/2026	TNSHHN	DN31	NABIKI	8	R$ 444,00	R$ 3.552,00
801	10/01/2026	KIRA02	DN02	NARAKI	10	R$ 29,00	R$ 290,00
802	18/01/2026	EREH69	DN07	SOUN	3	R$ 23,00	R$ 69,00
803	17/10/2026	KIRA04	DN15	NABIKI	3	R$ 754,00	R$ 2.262,00
804	16/03/2026	DBZ241	DN02	USAGI	3	R$ 29,00	R$ 87,00
805	20/05/2026	DS-SRA	DN05	NARAKI	10	R$ 11,00	R$ 110,00
806	11/02/2026	EREH69	DN34	SOUN	5	R$ 863,00	R$ 4.315,00
807	05/06/2026	SANGOU	DN14	NARAKI	1	R$ 64,00	R$ 64,00
808	20/08/2026	NAOMIS	DN22	RYUK	8	R$ 26,00	R$ 208,00
809	30/08/2026	KIRA04	DN05	NABIKI	2	R$ 11,00	R$ 22,00
810	10/01/2026	KIRA04	DN21	NABIKI	3	R$ 70,00	R$ 210,00
811	26/05/2026	IBRAKI	DN11	USAGI	3	R$ 178,00	R$ 534,00
812	06/08/2026	TNSHHN	DN34	RYUK	3	R$ 863,00	R$ 2.589,00
813	03/09/2026	IBRAKI	DN23	RYUK	5	R$ 145,00	R$ 725,00
814	09/02/2026	KIRA04	DN16	NABIKI	7	R$ 24,00	R$ 168,00
815	02/10/2026	DS-FESD	DN31	ANNA	10	R$ 444,00	R$ 4.440,00
816	17/08/2026	SAKURA	DN04	RYUK	3	R$ 28,00	R$ 84,00
817	14/12/2026	SPDSTB	DN27	NARAKI	6	R$ 556,00	R$ 3.336,00
818	27/11/2026	DS-FESD	DN28	ANNA	6	R$ 223,00	R$ 1.338,00
819	07/02/2026	DS-FESD	DN26	NABIKI	8	R$ 122,00	R$ 976,00
820	28/09/2026	SAKURA	DN28	RYUK	1	R$ 223,00	R$ 223,00
821	23/06/2026	MNCT02	DN21	NABIKI	4	R$ 70,00	R$ 280,00
822	25/07/2026	UKYOKU	DN34	NABIKI	3	R$ 863,00	R$ 2.589,00
823	24/11/2026	IBRAKI	DN11	SOUN	5	R$ 178,00	R$ 890,00
824	24/04/2026	WLLTTN	DN34	NABIKI	1	R$ 863,00	R$ 863,00
825	20/01/2026	DS-SRA	DN25	ANNA	4	R$ 933,00	R$ 3.732,00
826	27/04/2026	TNSHHN	DN24	RYUK	1	R$ 136,00	R$ 136,00
827	01/04/2026	ARMTTN	DN31	ANNA	4	R$ 444,00	R$ 1.776,00
828	09/04/2026	DS-MB	DN16	NARAKI	8	R$ 24,00	R$ 192,00
829	07/10/2026	KIRA03	DN04	RYUK	3	R$ 28,00	R$ 84,00
830	30/05/2026	SANGOU	DN29	SOUN	9	R$ 224,00	R$ 2.016,00
831	02/05/2026	DS-SRA	DN04	ANNA	6	R$ 28,00	R$ 168,00
832	24/10/2026	UKYOKU	DN10	SOUN	8	R$ 12,00	R$ 96,00
833	01/03/2026	DS-SRA	DN08	NABIKI	6	R$ 83,00	R$ 498,00
834	12/10/2026	XXLTTN	DN26	USAGI	8	R$ 122,00	R$ 976,00
835	06/06/2026	SAKURA	DN24	ANNA	5	R$ 136,00	R$ 680,00
836	08/06/2026	MNCT02	DN30	RYUK	7	R$ 122,00	R$ 854,00
837	23/09/2026	DIO069	DN05	RYUK	1	R$ 11,00	R$ 11,00
838	12/03/2026	DBZ241	DN14	USAGI	4	R$ 64,00	R$ 256,00
839	22/05/2026	EREH69	DN25	SOUN	3	R$ 933,00	R$ 2.799,00
840	21/10/2026	SAKURA	DN32	RYUK	4	R$ 22,00	R$ 88,00
841	17/01/2026	ARMTTN	DN13	NARAKI	6	R$ 834,00	R$ 5.004,00
842	14/07/2026	SPDSTB	DN19	ANNA	3	R$ 26,00	R$ 78,00
843	21/07/2026	EREH69	DN04	NABIKI	3	R$ 28,00	R$ 84,00
844	05/07/2026	UKYOKU	DN05	SOUN	5	R$ 11,00	R$ 55,00
845	30/11/2026	UKYOKU	DN09	NABIKI	7	R$ 2,00	R$ 14,00
846	17/03/2026	SAKURA	DN02	RYUK	3	R$ 29,00	R$ 87,00
847	20/02/2026	DBZ241	DN31	NABIKI	2	R$ 444,00	R$ 888,00
848	02/05/2026	MNCT02	DN31	NARAKI	1	R$ 444,00	R$ 444,00
849	03/12/2026	DIO069	DN11	RYUK	2	R$ 178,00	R$ 356,00
850	04/06/2026	DS-FESD	DN09	USAGI	3	R$ 2,00	R$ 6,00
851	02/09/2026	ARMTTN	DN22	NABIKI	10	R$ 26,00	R$ 260,00
852	11/03/2026	WLLTTN	DN10	SOUN	5	R$ 12,00	R$ 60,00
853	30/09/2026	XXLTTN	DN24	NABIKI	4	R$ 136,00	R$ 544,00
854	09/08/2026	AOTMOD	DN07	NARAKI	9	R$ 23,00	R$ 207,00
855	18/09/2026	MNCT02	DN08	SOUN	10	R$ 83,00	R$ 830,00
856	21/06/2026	KIRA02	DN21	ANNA	4	R$ 70,00	R$ 280,00
857	27/12/2026	IBRAKI	DN09	SOUN	5	R$ 2,00	R$ 10,00
858	01/06/2026	SANGOU	DN19	USAGI	9	R$ 26,00	R$ 234,00
859	14/05/2026	MNCT02	DN16	SOUN	7	R$ 24,00	R$ 168,00
860	17/01/2026	SPDSTB	DN18	RYUK	8	R$ 13,00	R$ 104,00
861	25/11/2026	SPDSTB	DN22	ANNA	5	R$ 26,00	R$ 130,00
862	07/01/2026	DIO069	DN13	USAGI	7	R$ 834,00	R$ 5.838,00
863	30/03/2026	SAKURA	DN29	NARAKI	4	R$ 224,00	R$ 896,00
864	13/04/2026	SANGOU	DN18	NABIKI	8	R$ 13,00	R$ 104,00
865	12/07/2026	SPDSTB	DN25	SOUN	1	R$ 933,00	R$ 933,00
866	25/08/2026	SPDSTB	DN31	NARAKI	1	R$ 444,00	R$ 444,00
867	11/04/2026	DIO069	DN26	RYUK	10	R$ 122,00	R$ 1.220,00
868	02/06/2026	IBRAKI	DN03	SOUN	4	R$ 28,00	R$ 112,00
869	19/06/2026	KIRA02	DN02	USAGI	10	R$ 29,00	R$ 290,00
870	20/09/2026	SPDSTB	DN19	NABIKI	1	R$ 26,00	R$ 26,00
871	17/10/2026	DS-SRA	DN13	SOUN	4	R$ 834,00	R$ 3.336,00
872	03/01/2026	SANGOU	DN03	SOUN	6	R$ 28,00	R$ 168,00
873	27/11/2026	KIRA03	DN28	USAGI	1	R$ 223,00	R$ 223,00
874	04/03/2026	TNSHHN	DN32	ANNA	9	R$ 22,00	R$ 198,00
875	13/09/2026	UKYOKU	DN02	ANNA	6	R$ 29,00	R$ 174,00
876	08/04/2026	DS-SC	DN27	NABIKI	10	R$ 556,00	R$ 5.560,00
877	30/01/2026	SPDSTB	DN35	RYUK	1	R$ 245,00	R$ 245,00
878	06/06/2026	KIRA04	DN12	NABIKI	7	R$ 129,00	R$ 903,00
879	11/03/2026	MNCT02	DN18	ANNA	9	R$ 13,00	R$ 117,00
880	10/08/2026	DBZ241	DN28	USAGI	6	R$ 223,00	R$ 1.338,00
881	19/02/2026	ARMTTN	DN06	NARAKI	2	R$ 62,00	R$ 124,00
882	25/02/2026	NAOMIS	DN04	NARAKI	7	R$ 28,00	R$ 196,00
883	20/10/2026	XXLTTN	DN08	SOUN	9	R$ 83,00	R$ 747,00
884	01/10/2026	KIRA04	DN16	NABIKI	6	R$ 24,00	R$ 144,00
885	13/09/2026	TNSHHN	DN03	SOUN	9	R$ 28,00	R$ 252,00
886	11/03/2026	IBRAKI	DN04	RYUK	8	R$ 28,00	R$ 224,00
887	16/06/2026	KIRA03	DN01	ANNA	9	R$ 200,00	R$ 1.800,00
888	25/11/2026	XXLTTN	DN25	RYUK	10	R$ 933,00	R$ 9.330,00
889	14/08/2026	IBRAKI	DN24	NABIKI	5	R$ 136,00	R$ 680,00
890	05/04/2026	DS-FESD	DN19	USAGI	9	R$ 26,00	R$ 234,00
891	19/08/2026	NAOMIS	DN30	SOUN	2	R$ 122,00	R$ 244,00
892	20/11/2026	KIRA02	DN17	ANNA	7	R$ 256,00	R$ 1.792,00
893	15/08/2026	WLLTTN	DN23	ANNA	7	R$ 145,00	R$ 1.015,00
894	23/09/2026	NAOMIS	DN16	NABIKI	6	R$ 24,00	R$ 144,00
895	24/03/2026	XXLTTN	DN25	NARAKI	7	R$ 933,00	R$ 6.531,00
896	16/04/2026	DS-SC	DN25	ANNA	8	R$ 933,00	R$ 7.464,00
897	28/05/2026	AGOME1	DN34	NABIKI	7	R$ 863,00	R$ 6.041,00
898	22/02/2026	IBRAKI	DN12	ANNA	7	R$ 129,00	R$ 903,00
899	28/02/2026	EREH69	DN14	RYUK	1	R$ 64,00	R$ 64,00
900	04/04/2026	DS-MB	DN08	SOUN	5	R$ 83,00	R$ 415,00
901	25/10/2026	AGOME1	DN22	ANNA	4	R$ 26,00	R$ 104,00
902	28/01/2026	KIRA04	DN14	ANNA	4	R$ 64,00	R$ 256,00
903	09/03/2026	WLLTTN	DN04	NARAKI	6	R$ 28,00	R$ 168,00
904	14/04/2026	MNCT02	DN12	USAGI	1	R$ 129,00	R$ 129,00
905	08/06/2026	DS-SRA	DN18	SOUN	1	R$ 13,00	R$ 13,00
906	07/12/2026	AOTMOD	DN08	NABIKI	4	R$ 83,00	R$ 332,00
907	17/09/2026	NAOMIS	DN03	NARAKI	6	R$ 28,00	R$ 168,00
908	02/08/2026	SPDSTB	DN31	ANNA	3	R$ 444,00	R$ 1.332,00
909	15/03/2026	TNSHHN	DN03	ANNA	4	R$ 28,00	R$ 112,00
910	24/08/2026	DBZ241	DN26	NARAKI	3	R$ 122,00	R$ 366,00
911	25/10/2026	XXLTTN	DN35	ANNA	9	R$ 245,00	R$ 2.205,00
912	14/08/2026	KIRA03	DN11	RYUK	3	R$ 178,00	R$ 534,00
913	02/12/2026	DIO069	DN34	NABIKI	6	R$ 863,00	R$ 5.178,00
914	01/03/2026	IBRAKI	DN07	SOUN	8	R$ 23,00	R$ 184,00
915	17/11/2026	KIRA03	DN31	SOUN	8	R$ 444,00	R$ 3.552,00
916	23/12/2026	XXLTTN	DN28	RYUK	5	R$ 223,00	R$ 1.115,00
917	06/05/2026	DS-SC	DN31	RYUK	4	R$ 444,00	R$ 1.776,00
918	19/08/2026	DS-FESD	DN18	SOUN	2	R$ 13,00	R$ 26,00
919	21/02/2026	SAKURA	DN01	NABIKI	2	R$ 200,00	R$ 400,00
920	01/07/2026	KIRA04	DN01	RYUK	10	R$ 200,00	R$ 2.000,00
921	10/07/2026	SPDSTB	DN11	ANNA	2	R$ 178,00	R$ 356,00
922	31/03/2026	SANGOU	DN27	RYUK	8	R$ 556,00	R$ 4.448,00
923	05/11/2026	SAKURA	DN09	USAGI	4	R$ 2,00	R$ 8,00
924	07/10/2026	SPDSTB	DN12	NARAKI	10	R$ 129,00	R$ 1.290,00
925	26/02/2026	WLLTTN	DN27	SOUN	10	R$ 556,00	R$ 5.560,00
926	18/01/2026	DIO069	DN02	NARAKI	1	R$ 29,00	R$ 29,00
927	01/05/2026	SPDSTB	DN03	USAGI	4	R$ 28,00	R$ 112,00
928	01/11/2026	EREH69	DN07	USAGI	7	R$ 23,00	R$ 161,00
929	13/02/2026	MNCT02	DN13	NARAKI	2	R$ 834,00	R$ 1.668,00
930	18/04/2026	DS-FESD	DN10	NARAKI	4	R$ 12,00	R$ 48,00
931	22/01/2026	DS-FESD	DN03	NABIKI	4	R$ 28,00	R$ 112,00
932	18/09/2026	DIO069	DN14	RYUK	1	R$ 64,00	R$ 64,00
933	30/09/2026	AGOME1	DN32	RYUK	1	R$ 22,00	R$ 22,00
934	28/02/2026	DS-SRA	DN21	SOUN	10	R$ 70,00	R$ 700,00
935	07/10/2026	KIRA04	DN28	NARAKI	6	R$ 223,00	R$ 1.338,00
936	17/03/2026	DIO069	DN05	NARAKI	10	R$ 11,00	R$ 110,00
937	12/03/2026	EREH69	DN24	RYUK	4	R$ 136,00	R$ 544,00
938	14/05/2026	WLLTTN	DN15	USAGI	1	R$ 754,00	R$ 754,00
939	23/12/2026	DBZ241	DN04	USAGI	4	R$ 28,00	R$ 112,00
940	17/07/2026	SAKURA	DN33	NARAKI	3	R$ 234,00	R$ 702,00
941	11/09/2026	KIRA02	DN09	NABIKI	1	R$ 2,00	R$ 2,00
942	10/07/2026	UKYOKU	DN02	USAGI	7	R$ 29,00	R$ 203,00
943	31/10/2026	KIRA02	DN16	NARAKI	7	R$ 24,00	R$ 168,00
944	25/05/2026	EREH69	DN23	SOUN	3	R$ 145,00	R$ 435,00
945	04/01/2026	SPDSTB	DN05	RYUK	1	R$ 11,00	R$ 11,00
946	03/07/2026	UKYOKU	DN22	NABIKI	10	R$ 26,00	R$ 260,00
947	12/01/2026	KIRA03	DN09	SOUN	10	R$ 2,00	R$ 20,00
948	03/09/2026	MNCT02	DN07	NARAKI	8	R$ 23,00	R$ 184,00
949	26/07/2026	AGOME1	DN16	NABIKI	9	R$ 24,00	R$ 216,00
950	08/09/2026	UKYOKU	DN28	ANNA	3	R$ 223,00	R$ 669,00
951	22/09/2026	SPDSTB	DN04	RYUK	8	R$ 28,00	R$ 224,00
952	04/10/2026	NAOMIS	DN05	USAGI	6	R$ 11,00	R$ 66,00
953	24/11/2026	DBZ241	DN28	NABIKI	2	R$ 223,00	R$ 446,00
954	02/11/2026	EREH69	DN26	NARAKI	2	R$ 122,00	R$ 244,00
955	26/02/2026	XXLTTN	DN15	NABIKI	9	R$ 754,00	R$ 6.786,00
956	27/07/2026	EREH69	DN33	USAGI	1	R$ 234,00	R$ 234,00
957	10/06/2026	MNCT02	DN13	NARAKI	6	R$ 834,00	R$ 5.004,00
958	12/04/2026	NAOMIS	DN07	SOUN	9	R$ 23,00	R$ 207,00
959	24/01/2026	TNSHHN	DN06	RYUK	8	R$ 62,00	R$ 496,00
960	01/01/2026	DS-SC	DN10	USAGI	4	R$ 12,00	R$ 48,00
961	18/07/2026	SPDSTB	DN03	NABIKI	8	R$ 28,00	R$ 224,00
962	10/10/2026	AOTMOD	DN04	ANNA	6	R$ 28,00	R$ 168,00
963	18/07/2026	EREH69	DN12	RYUK	5	R$ 129,00	R$ 645,00
964	05/04/2026	AOTMOD	DN07	USAGI	10	R$ 23,00	R$ 230,00
965	25/10/2026	MNCT02	DN22	NARAKI	5	R$ 26,00	R$ 130,00
966	20/02/2026	SANGOU	DN17	ANNA	7	R$ 256,00	R$ 1.792,00
967	13/02/2026	DS-SRA	DN27	USAGI	6	R$ 556,00	R$ 3.336,00
968	12/02/2026	NAOMIS	DN28	ANNA	3	R$ 223,00	R$ 669,00
969	17/05/2026	KIRA02	DN32	RYUK	1	R$ 22,00	R$ 22,00
970	30/05/2026	DS-SRA	DN24	NARAKI	8	R$ 136,00	R$ 1.088,00
971	21/01/2026	AGOME1	DN31	NABIKI	3	R$ 444,00	R$ 1.332,00
972	10/01/2026	DS-FESD	DN16	NABIKI	5	R$ 24,00	R$ 120,00
973	05/07/2026	AGOME1	DN28	USAGI	1	R$ 223,00	R$ 223,00
974	22/05/2026	NAOMIS	DN03	RYUK	9	R$ 28,00	R$ 252,00
975	30/05/2026	WLLTTN	DN23	NABIKI	1	R$ 145,00	R$ 145,00
976	19/01/2026	SANGOU	DN01	ANNA	7	R$ 200,00	R$ 1.400,00
977	29/11/2026	KIRA03	DN15	RYUK	8	R$ 754,00	R$ 6.032,00
978	20/09/2026	XXLTTN	DN31	ANNA	5	R$ 444,00	R$ 2.220,00
979	03/05/2026	AOTMOD	DN08	NABIKI	2	R$ 83,00	R$ 166,00
980	14/11/2026	EREH69	DN10	ANNA	8	R$ 12,00	R$ 96,00
981	24/11/2026	XXLTTN	DN20	NABIKI	3	R$ 86,00	R$ 258,00
982	02/09/2026	MNCT02	DN28	SOUN	2	R$ 223,00	R$ 446,00
983	08/02/2026	SANGOU	DN08	NARAKI	8	R$ 83,00	R$ 664,00
984	08/05/2026	TNSHHN	DN02	SOUN	6	R$ 29,00	R$ 174,00
